date,growth
01/07/1986,0.004092846
01/10/1986,0.007732016
01/01/1987,0.009978593
01/04/1987,0.007111009
01/07/1987,0.004164688
01/10/1987,0.004908303
01/01/1988,0.010771704
01/04/1988,0.006502932
01/07/1988,0.010082805
01/10/1988,0.006411513
01/01/1989,0.004162969
01/04/1989,0.001064973
01/07/1989,0.004732989
01/10/1989,0.007189069
01/01/1990,0.001119892
01/04/1990,0.00597034
01/07/1990,0.002724579
01/10/1990,-0.008001275
01/01/1991,-0.003503878
01/04/1991,0.005621625
01/07/1991,5.15907E-05
01/10/1991,-0.001357345
01/01/1992,0.012914125
01/04/1992,0.003482648
01/07/1992,0.005640796
01/10/1992,0.007322484
01/01/1993,0.000124281
01/04/1993,0.002760086
01/07/1993,0.007664643
01/10/1993,0.003398636
01/01/1994,0.006845311
01/04/1994,0.004375674
01/07/1994,0.003923308
01/10/1994,0.004095902
01/01/1995,0.00332442
01/04/1995,0.005742051
01/07/1995,0.003075826
01/10/1995,0.002371634
01/01/1996,0.006486308
01/04/1996,0.004732264
01/07/1996,0.002603006
01/10/1996,0.003041811
01/01/1997,0.00545728
01/04/1997,0.002799165
01/07/1997,0.009607015
01/10/1997,0.00676065
01/01/1998,0.007773242
01/04/1998,0.009919325
01/07/1998,0.00752968
01/10/1998,0.004633498
01/01/1999,0.008974557
01/04/1999,0.007532504
01/07/1999,0.006049187
01/10/1999,0.011956357
01/01/2000,0.006319247
01/04/2000,0.01122418
01/07/2000,0.005683919
01/10/2000,0.006288014
01/01/2001,-0.000668602
01/04/2001,4.17387E-05
01/07/2001,-0.000336993
01/10/2001,0.00354441
01/01/2002,0.002199618
01/04/2002,0.002639119
01/07/2002,0.00090995
01/10/2002,0.005365822
01/01/2003,0.003378694
01/04/2003,0.004185477
01/07/2003,0.007182478
01/10/2003,0.00333624
01/01/2004,0.006147143
01/04/2004,0.003695856
01/07/2004,0.007119482
01/10/2004,0.007648836
01/01/2005,0.004490892
01/04/2005,0.006589723
01/07/2005,0.004037247
01/10/2005,0.00407316
01/01/2006,0.004657011
01/04/2006,0.003560712
01/07/2006,0.00270009
01/10/2006,0.006340901
01/01/2007,0.002876284
01/04/2007,-0.000754419
01/07/2007,0.003293922
01/10/2007,0.000920244
01/01/2008,0.00063268
01/04/2008,0.001860094
01/07/2008,-0.006870206
01/10/2008,-0.003555339
01/01/2009,-0.005069179
01/04/2009,-0.006767097
01/07/2009,-0.000275577
01/10/2009,-0.000796902
01/01/2010,0.003065999
01/04/2010,0.004609504
01/07/2010,0.004175179
01/10/2010,0.001709919
01/01/2011,0.001634413
01/04/2011,0.000308355
01/07/2011,0.000437757
01/10/2011,-0.002684426
01/01/2012,0.003636931
01/04/2012,0.000139069
01/07/2012,-0.001132829
01/10/2012,-5.32685E-05
01/01/2013,0.001553707
01/04/2013,-0.000340498
01/07/2013,0.00128424
01/10/2013,0.005707017
01/01/2014,0.000804379
01/04/2014,0.004567959
01/07/2014,0.006822941
01/10/2014,0.008236407
01/01/2015,0.003827159
01/04/2015,0.003440219
01/07/2015,0.005009494
01/10/2015,0.002952781
01/01/2016,0.005064498
01/04/2016,0.002995109
01/07/2016,0.001698569
01/10/2016,0.001888743
01/01/2017,0.005957711
01/04/2017,0.00277414
01/07/2017,0.002000149
01/10/2017,0.006140208
01/01/2018,0.004372372
01/04/2018,0.0063305
01/07/2018,0.004795749
01/10/2018,0.003176654
01/01/2019,0.001084906
01/04/2019,0.005905003
01/07/2019,0.005027299
01/10/2019,0.001814002
01/01/2020,-0.01588131
01/04/2020,-0.110914327
01/07/2020,0.075103953
01/10/2020,0.007084224
